,price,city_name,salon,nb_rooms,nb_baths,surface_area,Ascenseur,Balcon,Chauffage,Climatisation,Concierge,Cuisine Équipée,Duplex,Meublé,Parking,Sécurité,Terrasse
607,952000.0,Marrakech,1.0,2.0,1.0,68.0,1,0,0,0,0,0,0,0,1,0,1
608,828000.0,Salé,2.0,2.0,2.0,92.0,1,1,0,0,1,1,0,0,1,1,1
609,1200000.0,Rabat,1.0,1.0,2.0,62.0,1,1,0,1,1,1,0,1,0,1,0
610,450000.0,Ain Attig,1.0,2.0,1.0,59.0,1,0,0,0,0,1,0,0,0,1,0
611,880000.0,Casablanca,1.0,1.0,1.0,48.0,1,0,1,1,1,1,0,0,1,1,0
612,1100000.0,Rabat,1.0,2.0,1.0,83.0,0,0,0,0,1,0,0,0,0,1,1
613,750000.0,Casablanca,1.0,1.0,1.0,34.0,1,1,1,1,1,1,0,1,1,1,1
614,410000.0,Tanger,1.0,2.0,2.0,75.0,0,0,0,0,0,0,0,0,0,0,0
615,890000.0,Saidia,1.0,2.0,2.0,80.0,0,1,0,0,0,0,0,0,0,0,1
616,600000.0,El Jadida,1.0,2.0,2.0,101.0,0,1,0,0,0,1,0,0,1,0,0
617,660000.0,Marrakech,1.0,2.0,2.0,61.0,1,0,0,1,0,1,0,0,1,1,0
620,2100000.0,Casablanca,2.0,3.0,2.0,112.0,1,1,1,1,1,1,0,0,1,1,1
621,1500000.0,Temara,2.0,3.0,3.0,160.0,0,0,0,0,1,1,0,1,1,1,1
622,1670000.0,Casablanca,2.0,2.0,3.0,117.0,1,1,1,1,1,1,1,1,1,1,1
623,800000.0,Casablanca,1.0,3.0,90.0,88.0,1,0,0,0,0,0,0,0,0,0,0
624,1450000.0,Martil,1.0,2.0,2.0,116.0,1,1,0,0,1,1,0,1,1,0,1
625,700000.0,Casablanca,1.0,2.0,2.0,84.0,0,0,0,0,0,1,0,0,1,1,0
626,500000.0,Casablanca,1.0,2.0,1.0,70.0,0,0,0,0,0,0,0,0,0,0,0
627,890000.0,Agadir,1.0,2.0,2.0,101.0,0,0,0,0,0,0,0,0,0,0,0
628,480000.0,Agadir,1.0,2.0,1.0,49.0,0,0,0,0,0,0,0,0,0,0,0
629,630000.0,Temara,1.0,2.0,1.0,77.0,1,0,0,0,0,1,0,0,1,1,1
630,1000000.0,Casablanca,2.0,2.0,2.0,98.0,1,1,1,1,1,1,0,0,1,1,1
631,470000.0,Sidi Rahal,1.0,2.0,1.0,77.0,0,0,0,0,0,0,0,0,0,0,1
632,850000.0,Temara,1.0,3.0,2.0,88.0,0,0,0,0,0,1,0,0,0,1,0
633,460000.0,Marrakech,1.0,2.0,1.0,64.0,0,0,0,0,0,0,0,0,0,0,0
634,1500000.0,Salé,1.0,3.0,2.0,122.0,1,0,0,0,0,1,0,0,1,1,0
635,650000.0,Bouznika,2.0,2.0,2.0,65.0,1,1,1,1,0,1,0,0,0,0,1
636,1350000.0,Marrakech,1.0,2.0,1.0,88.0,1,0,0,1,1,1,0,1,0,1,1
637,1140000.0,Tétouan,1.0,2.0,2.0,107.0,0,0,0,0,0,0,0,0,0,0,0
638,1030000.0,Casablanca,1.0,2.0,2.0,92.0,1,1,0,1,0,1,0,0,1,1,1
639,480000.0,Oujda,1.0,3.0,1.0,114.0,0,0,0,0,0,1,0,0,0,0,1
640,1000000.0,Mohammedia,2.0,2.0,2.0,80.0,0,0,0,0,0,1,0,1,1,1,1
641,890000.0,Mohammedia,2.0,2.0,2.0,132.0,1,1,1,1,1,1,0,1,1,1,1
642,265000.0,Casablanca,1.0,2.0,1.0,56.0,0,1,0,0,0,0,0,0,0,1,0
643,890000.0,Tanger,1.0,2.0,2.0,55.0,0,0,0,0,0,0,0,0,0,0,0
644,1920000.0,Casablanca,1.0,3.0,2.0,138.0,1,1,0,1,0,1,0,0,1,0,1
645,755000.0,Bouskoura,1.0,2.0,2.0,76.0,1,1,0,0,1,1,0,0,1,1,0
646,1400000.0,Mohammedia,2.0,2.0,1.0,116.0,0,0,0,0,0,0,0,0,0,0,0
647,11500.0,Tanger,1.0,2.0,1.0,69.0,0,0,0,0,0,0,0,0,0,0,0
648,890000.0,Casablanca,1.0,2.0,2.0,49.0,0,0,0,0,0,0,0,0,0,0,0
649,440000.0,Marrakech,1.0,2.0,1.0,62.0,0,0,0,0,0,0,0,0,0,0,0
650,780000.0,Marrakech,1.0,2.0,2.0,77.0,1,1,0,0,1,1,0,0,1,1,1
651,890000.0,Casablanca,2.0,2.0,2.0,92.0,0,0,0,0,0,0,0,0,0,0,0
652,895000.0,Casablanca,1.0,2.0,2.0,87.0,1,1,0,0,1,1,0,0,1,1,1
653,1800000.0,Casablanca,2.0,3.0,2.0,53.0,1,1,1,1,1,1,0,0,1,1,0
655,2100000.0,Casablanca,2.0,3.0,2.0,112.0,1,1,1,1,1,1,0,0,1,1,1
656,2200000.0,Casablanca,1.0,3.0,3.0,119.0,1,1,0,1,1,1,0,0,1,1,0
658,1350000.0,Casablanca,1.0,3.0,2.0,130.0,1,1,0,0,1,0,0,0,1,1,1
659,890000.0,Casablanca,2.0,2.0,2.0,94.0,1,1,0,0,1,0,0,0,1,1,0
660,440000.0,Safi,1.0,4.0,2.0,100.0,0,0,0,0,0,0,0,0,0,0,0
661,620000.0,Casablanca,1.0,2.0,1.0,52.0,1,1,0,0,1,1,0,0,1,1,1
662,977000.0,Casablanca,1.0,3.0,2.0,85.0,1,1,0,0,1,1,0,0,1,0,1
663,820000.0,Agadir,1.0,2.0,2.0,82.0,1,0,0,0,1,1,0,0,0,1,0
664,1100000.0,Casablanca,2.0,2.0,2.0,96.0,1,0,0,0,1,0,0,0,0,0,1
665,15000.0,Rabat,1.0,3.0,2.0,130.0,0,0,0,0,0,0,0,0,0,0,0
666,730000.0,Marrakech,1.0,1.0,1.0,40.0,1,0,0,1,1,1,0,1,1,1,0
668,1400000.0,Casablanca,1.0,2.0,1.0,79.0,1,1,0,0,0,0,0,1,0,0,1
670,1520000.0,Temara,1.0,3.0,2.0,97.0,1,1,0,0,1,1,0,0,1,1,0
671,470000.0,Mohammedia,1.0,2.0,1.0,61.0,1,1,0,0,0,1,0,0,1,0,1
672,890000.0,Casablanca,1.0,2.0,2.0,116.0,1,1,1,1,1,1,1,1,1,1,1
673,1600000.0,Agadir,2.0,2.0,2.0,130.0,1,1,0,1,1,1,0,1,1,1,0
674,1650000.0,Temara,1.0,3.0,2.0,90.0,1,1,0,0,0,0,0,0,1,1,1
675,1750000.0,Temara,1.0,2.0,2.0,84.0,1,1,0,1,0,1,0,0,1,1,0
676,700000.0,Casablanca,1.0,2.0,1.0,71.0,0,0,0,0,0,0,0,0,0,0,0
677,800000.0,Casablanca,2.0,3.0,2.0,84.0,1,1,0,0,1,0,0,0,1,1,0
680,800000.0,Bouskoura,1.0,2.0,2.0,76.0,1,1,0,0,1,1,0,0,1,1,1
682,420000.0,Casablanca,1.0,2.0,1.0,81.0,1,1,0,0,0,1,0,0,1,0,1
683,880000.0,Casablanca,2.0,2.0,2.0,82.0,0,0,0,0,0,0,0,0,0,0,0
684,1450000.0,Casablanca,2.0,2.0,2.0,132.0,1,1,0,0,1,0,0,0,1,1,1
685,850000.0,Casablanca,1.0,2.0,1.0,78.0,0,0,0,0,0,0,0,0,0,0,0
686,809000.0,Casablanca,1.0,1.0,1.0,44.0,0,0,0,0,0,0,0,0,0,0,0
687,890000.0,Casablanca,2.0,2.0,2.0,93.0,1,0,0,0,1,1,0,0,1,0,1
688,800000.0,Marrakech,2.0,3.0,2.0,146.0,0,0,0,0,0,0,0,0,0,0,0
690,1350000.0,Cabo Negro,1.0,2.0,1.0,84.0,0,1,0,1,1,1,0,1,1,1,0
692,890000.0,Agadir,1.0,2.0,2.0,86.0,1,0,0,0,0,1,0,0,1,1,1
693,799000.0,Bouskoura,1.0,2.0,2.0,90.0,1,1,1,1,1,1,0,0,1,1,1
694,840000.0,Asilah,2.0,2.0,1.0,90.0,0,0,1,1,1,1,0,1,1,1,1
695,585000.0,Bouskoura,1.0,2.0,2.0,59.0,1,1,0,0,1,1,0,0,1,1,0
696,11000.0,Tanger,1.0,3.0,2.0,144.0,1,0,0,1,1,1,0,1,1,1,0
697,380000.0,Casablanca,1.0,2.0,1.0,47.0,0,0,0,0,0,1,0,0,0,0,1
698,770000.0,Casablanca,1.0,1.0,1.0,33.0,1,1,0,1,1,1,0,0,1,1,0
699,809000.0,Casablanca,1.0,1.0,1.0,37.0,1,1,1,1,1,1,0,0,1,1,1
700,980000.0,Marrakech,1.0,3.0,2.0,88.0,0,0,0,0,0,0,0,0,0,0,0
701,580000.0,Mohammedia,1.0,2.0,1.0,70.0,0,0,0,0,0,0,0,0,0,0,0
702,890000.0,Casablanca,1.0,2.0,2.0,103.0,1,1,0,0,1,0,0,0,1,1,0
703,855000.0,Bouskoura,1.0,2.0,2.0,83.0,1,1,0,0,1,1,0,0,1,1,1
704,1115500.0,Marrakech,1.0,2.0,1.0,97.0,0,0,0,0,0,0,0,0,0,0,0
705,7000.0,Casablanca,1.0,3.0,2.0,128.0,0,1,0,0,1,1,0,1,1,1,1
706,1190000.0,Fès,3.0,3.0,3.0,151.0,1,1,0,1,0,1,0,0,1,1,0
707,1280000.0,Temara,1.0,3.0,2.0,90.0,0,1,0,0,0,0,0,0,0,1,0
708,500000.0,Casablanca,1.0,1.0,1.0,60.0,0,0,0,0,0,0,0,0,0,0,0
709,600000.0,Marrakech,1.0,3.0,1.0,84.0,0,0,0,1,0,1,0,0,0,0,1
710,890000.0,Casablanca,2.0,2.0,2.0,87.0,0,1,0,0,0,0,0,0,0,1,0
712,17500.0,Casablanca,1.0,2.0,2.0,71.0,1,1,0,0,1,1,0,0,1,0,1
713,910000.0,Agadir,1.0,2.0,2.0,80.0,1,0,0,0,1,1,0,0,1,1,0
714,759900.0,Bouskoura,1.0,2.0,2.0,82.0,1,1,0,0,1,0,0,0,1,1,1
715,790000.0,Bouskoura,1.0,2.0,83.0,83.0,1,1,0,0,1,0,0,0,1,0,0
716,392000.0,Casablanca,1.0,2.0,1.0,56.0,0,0,0,0,0,1,0,0,1,0,0
717,800000.0,Casablanca,2.0,3.0,2.0,84.0,1,1,1,0,1,0,0,0,1,1,0
718,1220000.0,Marrakech,1.0,2.0,2.0,81.0,1,1,0,0,1,1,0,0,0,1,0
719,1100000.0,Casablanca,2.0,2.0,2.0,97.0,1,1,0,0,1,1,0,0,1,1,1
721,1450000.0,Casablanca,2.0,2.0,2.0,132.0,1,1,0,0,1,0,0,0,1,1,1
722,1450000.0,Casablanca,2.0,2.0,2.0,132.0,1,1,0,0,1,0,0,0,1,1,1
723,780000.0,Agadir,1.0,2.0,2.0,72.0,0,0,0,0,0,0,0,0,1,1,1
725,700000.0,Casablanca,1.0,2.0,2.0,84.0,0,0,0,0,0,1,0,0,1,1,0
727,690000.0,Casablanca,2.0,3.0,2.0,110.0,0,1,0,0,0,0,1,0,0,0,1
729,1500000.0,Rabat,2.0,2.0,2.0,132.0,1,0,1,1,1,0,0,0,1,1,1
733,190000.0,Salé,1.0,2.0,1.0,55.0,1,1,0,0,0,0,0,0,1,0,1
734,900000.0,Marrakech,1.0,2.0,1.0,96.0,0,0,0,0,0,0,0,0,0,0,0
735,1500000.0,Casablanca,2.0,3.0,3.0,147.0,1,1,1,1,1,1,0,0,1,1,1
737,880000.0,Bouskoura,1.0,2.0,2.0,96.0,0,0,0,0,0,0,0,0,0,0,0
738,890000.0,Casablanca,1.0,2.0,2.0,121.0,1,1,1,1,1,1,0,0,1,1,1
739,900000.0,Temara,1.0,2.0,2.0,90.0,0,0,0,0,0,0,0,0,0,0,0
740,950000.0,Casablanca,1.0,4.0,2.0,118.0,1,0,0,0,1,0,0,0,1,1,0
741,620000.0,Had Soualem,1.0,3.0,2.0,140.0,0,1,0,0,0,1,0,0,0,0,1
742,820000.0,Rabat,1.0,2.0,1.0,73.0,0,0,1,1,0,1,0,0,1,1,0
743,2019001.0,Agadir,1.0,4.0,1.0,146.0,0,0,0,0,0,0,0,0,0,0,0
744,280000.0,Oujda,1.0,2.0,1.0,68.0,0,0,0,1,1,1,0,0,1,1,1
745,890000.0,Tanger,1.0,2.0,2.0,120.0,1,1,0,1,1,1,1,1,1,1,1
746,1850000.0,Casablanca,1.0,3.0,2.0,138.0,1,1,0,1,1,1,0,0,1,1,1
747,890000.0,Casablanca,1.0,2.0,2.0,75.0,1,0,0,1,1,0,0,0,0,1,0
748,2200000.0,Rabat,1.0,3.0,2.0,108.0,1,1,0,0,1,1,0,0,1,1,0
749,15000.0,Rabat,1.0,3.0,2.0,169.0,1,1,1,1,0,1,0,0,1,1,0
750,730000.0,Agadir,1.0,2.0,1.0,74.0,0,0,0,0,0,1,0,0,0,0,0
751,912500.0,Agadir,1.0,3.0,1.0,73.0,0,0,0,0,0,0,0,0,0,0,0
752,460000.0,Casablanca,1.0,2.0,1.0,54.0,0,0,0,0,0,0,0,0,0,0,0
753,750000.0,Casablanca,1.0,2.0,2.0,75.0,1,0,0,0,1,0,0,0,0,1,0
754,1200000.0,Tanger,1.0,3.0,2.0,120.0,1,1,0,0,1,0,0,0,0,1,1
755,780000.0,Kénitra,1.0,3.0,2.0,105.0,1,1,0,1,1,1,0,0,0,1,0
756,1050000.0,Asilah,1.0,2.0,1.0,74.0,1,0,1,1,1,1,0,0,1,1,1
758,680000.0,Asilah,1.0,1.0,1.0,63.0,1,1,1,1,1,1,0,0,1,1,1
759,890000.0,El Jadida,1.0,3.0,2.0,109.0,0,1,0,0,0,0,0,0,0,0,1
760,15000.0,Rabat,1.0,3.0,2.0,130.0,1,1,1,1,1,1,0,1,1,1,1
761,820000.0,Rabat,1.0,2.0,1.0,74.0,0,0,0,0,0,0,0,0,0,0,0
762,890000.0,El Jadida,1.0,2.0,2.0,72.0,1,1,0,0,1,1,0,1,1,1,1
763,340000.0,Rabat,1.0,1.0,1.0,34.0,0,1,1,0,0,0,0,0,1,1,0
764,1800000.0,Casablanca,1.0,2.0,2.0,117.0,1,0,0,1,1,1,0,0,1,1,1
765,1100000.0,Casablanca,2.0,2.0,2.0,93.0,1,0,1,1,1,1,0,1,1,1,1
767,940000.0,Inzegan,1.0,3.0,1.0,100.0,0,0,0,0,0,0,0,0,0,0,0
768,640000.0,El Jadida,1.0,3.0,2.0,86.0,0,0,0,0,0,1,0,0,0,1,1
769,890000.0,Ifrane,2.0,1.0,1.0,84.0,0,1,0,1,0,1,0,1,1,1,1
770,1370000.0,Rabat,1.0,3.0,1.0,92.0,1,0,0,0,1,0,0,0,1,1,0
771,562500.0,Dakhla,1.0,3.0,1.0,62.0,0,0,0,0,0,0,0,0,0,0,0
772,790000.0,Meknès,2.0,3.0,2.0,113.0,1,1,0,0,1,1,0,0,1,0,0
774,1780000.0,Casablanca,2.0,2.0,2.0,100.0,1,1,1,1,1,1,0,0,1,1,1
775,1159000.0,Agadir,1.0,3.0,1.0,95.0,0,0,0,0,0,0,0,0,0,0,0
776,850000.0,Casablanca,1.0,2.0,2.0,66.0,0,0,0,0,0,0,0,0,0,0,0
777,701720.0,Dcheïra El Jihadia,1.0,3.0,2.0,84.0,0,0,0,0,0,0,0,0,0,0,0
778,790000.0,Dcheïra El Jihadia,1.0,3.0,3.0,105.0,0,0,0,0,1,0,0,0,1,1,1
779,1133603.0,Agadir,1.0,4.0,1.0,89.0,0,0,0,0,0,0,0,0,0,0,0
780,1150000.0,Casablanca,1.0,2.0,1.0,131.0,0,0,0,0,0,0,0,0,0,0,0
781,1160000.0,Rabat,2.0,2.0,1.0,77.0,0,1,0,0,1,1,0,0,1,0,0
782,1980000.0,Casablanca,1.0,3.0,2.0,144.0,1,0,1,1,1,1,0,0,1,1,0
783,890000.0,Casablanca,1.0,2.0,2.0,81.0,0,0,0,0,0,0,0,0,0,0,0
785,580000.0,Casablanca,1.0,2.0,1.0,73.0,0,1,0,0,1,0,0,0,1,1,0
786,1550000.0,Casablanca,1.0,3.0,2.0,115.0,1,1,0,0,1,1,0,0,0,1,0
787,1647000.0,Bouskoura,1.0,3.0,2.0,126.0,1,0,0,1,1,1,0,0,1,1,0
788,2100000.0,Dar Bouazza,4.0,3.0,3.0,155.0,1,1,0,1,0,1,0,0,1,1,0
789,1100000.0,Temara,2.0,2.0,1.0,95.0,1,1,1,1,1,1,0,0,1,1,0
790,600000.0,El Jadida,1.0,2.0,1.0,134.0,0,0,1,0,0,1,0,1,1,1,1
792,1350000.0,Dar Bouazza,1.0,2.0,2.0,81.0,1,1,1,1,1,1,1,0,1,1,1
793,190000.0,Salé,1.0,2.0,1.0,55.0,1,1,0,0,0,0,0,0,1,0,1
794,890000.0,Casablanca,1.0,2.0,2.0,80.0,0,1,0,0,1,1,0,0,1,0,1
795,760000.0,Marrakech,1.0,3.0,1.0,85.0,0,0,0,1,0,1,0,0,0,0,1
796,620000.0,El Jadida,1.0,3.0,2.0,82.0,0,1,0,0,0,0,0,0,0,0,1
797,840000.0,Asilah,2.0,2.0,1.0,90.0,0,0,1,1,1,1,0,1,1,1,1
799,2220000.0,Casablanca,3.0,3.0,2.0,127.0,1,0,0,1,1,1,0,1,0,1,0
800,1350000.0,Casablanca,1.0,2.0,2.0,84.0,1,1,0,0,1,1,0,0,1,1,0
801,1650000.0,Casablanca,1.0,2.0,2.0,117.0,1,1,0,0,1,1,0,0,1,1,1
802,360000.0,Marrakech,1.0,2.0,1.0,62.0,0,0,0,0,0,0,0,0,0,0,0
803,880000.0,Casablanca,1.0,2.0,2.0,88.0,1,1,0,0,1,1,0,0,1,1,1
804,1280000.0,Casablanca,1.0,3.0,3.0,132.0,1,1,0,0,1,1,0,0,1,1,1
805,1050000.0,Agadir,1.0,2.0,2.0,101.0,1,1,1,1,1,1,0,0,1,1,0
806,635000.0,Bouskoura,1.0,2.0,2.0,65.0,1,1,0,0,1,1,0,0,1,1,1
807,690000.0,Fès,2.0,3.0,2.0,129.0,1,1,0,1,1,0,0,0,1,1,0
808,890000.0,Temara,1.0,2.0,2.0,94.0,1,1,0,0,1,1,0,1,1,1,0
809,1000000.0,Bouskoura,1.0,1.0,2.0,99.0,1,1,1,1,1,1,0,0,1,1,1
810,890000.0,Taghazout,0.0,2.0,2.0,84.0,0,1,1,1,1,1,0,1,1,1,1
811,860000.0,Kénitra,2.0,3.0,2.0,96.0,1,0,0,1,1,1,0,0,1,1,0
812,640000.0,Martil,1.0,3.0,1.0,66.0,1,1,1,1,1,1,0,1,0,1,1
813,1280000.0,Kénitra,2.0,3.0,2.0,134.0,1,1,1,1,1,1,0,0,1,1,1
814,620000.0,Martil,1.0,2.0,1.0,53.0,0,1,1,1,1,1,0,1,0,1,1
815,590000.0,Kénitra,2.0,2.0,2.0,108.0,0,0,0,0,1,1,0,0,0,1,1
816,1700000.0,Rabat,2.0,3.0,2.0,110.0,1,0,0,0,1,1,0,0,1,1,1
817,400000.0,Marrakech,1.0,2.0,1.0,70.0,0,0,0,0,0,0,0,0,0,0,0
818,890000.0,Martil,1.0,2.0,2.0,62.0,0,1,0,0,0,1,0,1,0,1,1
819,700000.0,Béni Mellal,2.0,3.0,2.0,120.0,0,0,0,0,0,0,0,0,0,0,0
820,1250000.0,Temara,2.0,2.0,2.0,90.0,0,1,0,1,0,1,0,1,0,0,0
821,1750000.0,Casablanca,2.0,3.0,2.0,111.0,1,0,1,1,1,1,0,0,1,1,0
822,890000.0,Fès,1.0,2.0,2.0,154.0,1,1,0,1,1,0,0,0,1,1,1
823,860000.0,Kénitra,2.0,3.0,2.0,120.0,1,1,0,0,0,0,0,0,0,0,0
824,900000.0,Casablanca,2.0,2.0,1.0,85.0,1,1,0,0,1,1,0,0,1,1,0
825,15000.0,Rabat,1.0,3.0,2.0,130.0,1,1,1,1,1,1,0,1,1,1,1
826,300000.0,Casablanca,1.0,2.0,1.0,72.0,0,0,0,0,0,0,0,0,0,0,0
827,890000.0,Casablanca,2.0,2.0,2.0,86.0,0,1,1,1,1,1,0,1,1,1,1
828,480000.0,Fès,2.0,2.0,2.0,100.0,0,0,0,0,0,0,0,0,0,1,1
829,620000.0,Fès,2.0,3.0,2.0,142.0,0,0,0,0,0,0,0,0,0,0,0
831,700000.0,Tanger,1.0,3.0,2.0,74.0,0,0,0,0,0,0,0,0,0,0,0
832,11000.0,Casablanca,2.0,2.0,2.0,90.0,1,1,1,1,1,1,0,0,1,1,0
833,530000.0,Agadir,1.0,2.0,1.0,58.0,0,0,0,0,0,0,0,0,0,0,0
834,640000.0,Marrakech,1.0,2.0,1.0,80.0,0,1,0,0,0,0,0,0,0,0,1
836,624000.0,Kénitra,1.0,2.0,2.0,78.0,1,1,0,1,0,1,0,0,1,0,1
837,1450000.0,Temara,1.0,2.0,2.0,102.0,0,1,0,1,0,0,0,0,1,1,1
838,520000.0,Temara,1.0,1.0,1.0,60.0,1,1,0,0,0,1,0,0,0,0,0
839,35.0,Tanger,1.0,2.0,1.0,48.0,1,1,0,0,0,0,0,0,0,1,0
840,1000000.0,Casablanca,1.0,2.0,1.0,96.0,1,0,0,0,1,0,0,0,0,0,0
841,690000.0,Kénitra,1.0,2.0,2.0,91.0,0,1,0,0,0,1,0,0,1,0,1
842,360000.0,Salé,1.0,2.0,2.0,63.0,0,0,0,0,0,0,0,0,0,0,0
843,1250000.0,Dar Bouazza,2.0,2.0,2.0,128.0,1,1,1,0,1,1,0,0,1,1,1
844,760000.0,Kénitra,2.0,3.0,3.0,115.0,1,1,0,0,1,1,0,0,1,1,1
846,840000.0,Kénitra,2.0,3.0,3.0,120.0,1,1,0,1,1,1,0,0,1,1,1
847,790000.0,Bouznika,1.0,3.0,2.0,94.0,0,1,0,0,0,1,0,0,1,0,0
848,1780000.0,Casablanca,1.0,3.0,2.0,123.0,1,1,0,0,1,0,0,0,1,0,0
849,2050000.0,Casablanca,1.0,3.0,2.0,119.0,0,0,0,0,0,0,0,0,0,0,0
850,580000.0,Casablanca,1.0,2.0,1.0,88.0,0,0,0,0,0,0,0,0,0,0,0
851,947600.0,Bouskoura,1.0,3.0,2.0,92.0,1,1,0,0,0,1,0,0,1,1,0
852,1990000.0,Casablanca,1.0,3.0,2.0,114.0,1,0,0,1,0,0,0,0,1,1,1
853,850000.0,Casablanca,1.0,2.0,1.0,86.0,1,0,0,0,1,1,0,0,1,1,1
854,2150000.0,Sidi Bouknadel,2.0,3.0,3.0,145.0,1,1,0,0,1,1,0,0,1,1,1
855,710000.0,Kénitra,1.0,2.0,2.0,106.0,0,0,0,1,1,1,0,0,1,1,1
857,1240000.0,Casablanca,2.0,3.0,2.0,109.0,1,1,1,1,1,1,1,0,1,1,1
858,699000.0,Casablanca,1.0,2.0,2.0,76.0,1,1,0,0,0,1,0,0,1,1,0
859,19000.0,Casablanca,1.0,3.0,2.0,114.0,1,1,1,1,1,1,0,0,1,1,1
860,890000.0,Salé,1.0,2.0,2.0,102.0,0,0,0,0,0,0,0,0,0,0,0
863,1200000.0,Temara,1.0,2.0,2.0,84.0,1,1,0,1,1,1,0,0,1,1,1
864,1300000.0,Casablanca,1.0,3.0,2.0,88.0,1,1,0,0,1,1,0,0,1,1,1
865,1150000.0,El Mansouria,1.0,2.0,2.0,83.0,0,1,0,0,0,1,0,1,1,1,1
866,1390000.0,Casablanca,1.0,2.0,2.0,75.0,1,1,1,1,1,1,0,0,1,1,1
867,300000.0,Skhirat,1.0,2.0,2.0,62.0,0,0,0,0,0,0,0,0,0,0,0
868,1280000.0,Casablanca,2.0,3.0,2.0,126.0,1,1,0,0,1,1,0,0,1,1,0
869,890000.0,Agadir,1.0,2.0,2.0,87.0,1,1,0,1,0,1,0,1,1,1,0
870,1250000.0,Marrakech,1.0,2.0,2.0,82.0,0,0,0,0,0,0,0,0,0,0,0
871,890000.0,Casablanca,0.0,2.0,2.0,98.0,1,1,0,0,0,1,0,0,1,1,0
872,740000.0,Temara,1.0,2.0,2.0,98.0,0,1,0,0,1,1,0,0,1,1,1
873,720000.0,Mohammedia,2.0,2.0,2.0,92.0,0,1,0,0,0,0,0,0,1,1,0
874,480000.0,Casablanca,1.0,1.0,1.0,44.0,1,0,0,0,1,1,0,0,1,0,1
875,870000.0,Mohammedia,1.0,2.0,1.0,94.0,0,0,0,0,1,1,0,0,1,1,0
876,1400000.0,Casablanca,3.0,3.0,2.0,147.0,1,1,0,0,0,0,0,0,1,1,1
878,2200000.0,Rabat,2.0,3.0,3.0,130.0,0,0,0,0,1,1,1,0,1,1,0
879,700000.0,Casablanca,1.0,3.0,2.0,70.0,1,0,0,0,1,1,0,0,1,1,1
880,620000.0,Marrakech,2.0,1.0,1.0,54.0,0,0,0,0,0,0,0,0,0,0,0
881,320000.0,Casablanca,1.0,2.0,1.0,50.0,0,0,0,0,0,0,0,0,0,0,0
882,850000.0,Marrakech,1.0,2.0,2.0,54.0,1,1,1,1,1,1,0,1,1,1,1
883,800000.0,Temara,1.0,2.0,2.0,80.0,0,1,0,0,0,1,0,0,0,0,0
884,1050000.0,Temara,1.0,3.0,2.0,95.0,0,1,0,0,0,1,0,0,0,0,0
885,1200000.0,Temara,1.0,3.0,2.0,134.0,0,0,0,0,0,0,0,0,0,0,1
886,1450000.0,Temara,1.0,3.0,2.0,119.0,1,1,0,1,1,1,0,0,1,1,0
887,820000.0,El Jadida,1.0,3.0,1.0,91.0,0,0,0,0,0,1,0,0,0,0,1
888,1060000.0,Mohammedia,1.0,3.0,1.0,87.0,1,1,0,1,0,1,0,0,1,1,0
889,890000.0,Casablanca,1.0,2.0,2.0,64.0,0,0,0,0,0,0,0,0,0,0,0
891,699999.0,Kénitra,2.0,2.0,2.0,100.0,1,1,0,1,1,1,0,0,1,1,0
892,905000.0,Casablanca,1.0,2.0,2.0,82.0,1,1,0,0,1,1,0,0,1,1,1
893,400000.0,Marrakech,1.0,2.0,1.0,70.0,0,0,0,0,0,0,0,0,0,0,0
894,400000.0,Temara,1.0,2.0,1.0,51.0,0,1,0,0,1,0,0,0,0,0,0
895,1580000.0,Casablanca,1.0,3.0,3.0,135.0,1,1,0,0,1,1,0,0,1,0,1
896,1800000.0,Temara,1.0,3.0,2.0,109.0,1,1,0,1,1,1,0,1,1,1,1
897,675000.0,Casablanca,1.0,3.0,2.0,70.0,1,1,0,0,1,1,0,0,0,1,0
898,350000.0,Temara,1.0,2.0,1.0,51.0,0,1,0,0,0,0,0,0,0,0,0
899,600000.0,Casablanca,2.0,3.0,1.0,93.0,0,0,0,0,0,0,0,0,1,0,1
900,1800000.0,Agadir,1.0,2.0,1.0,84.0,1,1,1,1,0,1,0,1,1,1,1
901,890000.0,Temara,1.0,2.0,2.0,50.0,0,0,0,0,1,0,0,0,1,1,0
902,670000.0,Casablanca,1.0,3.0,2.0,106.0,0,1,0,0,0,0,0,0,1,0,0
903,890000.0,Temara,1.0,2.0,2.0,67.0,0,0,0,0,0,0,0,0,0,0,0
904,600000.0,Khouribga,2.0,2.0,1.0,106.0,0,1,0,0,0,0,0,0,0,0,0
905,1200000.0,Temara,1.0,3.0,1.0,127.0,0,1,0,0,0,0,0,0,0,0,0
906,680000.0,Casablanca,1.0,2.0,1.0,56.0,1,0,0,0,1,1,0,0,1,0,1
907,1400000.0,Casablanca,1.0,3.0,2.0,132.0,1,1,0,0,0,0,0,0,1,0,0
908,890000.0,Tanger,1.0,2.0,2.0,95.0,1,0,0,1,1,1,0,1,1,1,0
909,1500000.0,Casablanca,2.0,3.0,2.0,109.0,0,0,0,0,0,0,0,0,0,0,0
910,890000.0,Casablanca,1.0,2.0,2.0,108.0,0,0,0,0,0,0,0,0,0,0,0
911,1150000.0,Casablanca,1.0,2.0,1.0,85.0,1,0,0,0,1,0,0,0,1,1,1
912,15500.0,Marrakech,1.0,3.0,2.0,124.0,1,1,1,1,0,1,0,0,1,1,1
