,price,city_name,salon,nb_rooms,nb_baths,surface_area,Ascenseur,Balcon,Chauffage,Climatisation,Concierge,Cuisine Équipée,Duplex,Meublé,Parking,Sécurité,Terrasse
913,890000.0,Casablanca,0.0,2.0,2.0,108.0,0,0,0,0,0,0,0,0,0,0,0
914,500000.0,Kénitra,1.0,2.0,2.0,75.0,0,1,0,1,0,1,0,0,0,1,0
915,1700000.0,Tanger,1.0,2.0,2.0,90.0,1,1,0,1,1,1,0,0,1,0,0
916,300000.0,Tamesna,1.0,2.0,1.0,50.0,0,0,0,0,0,1,0,0,0,0,0
917,1350000.0,Casablanca,1.0,2.0,2.0,120.0,1,0,0,0,1,1,0,0,1,1,1
918,420000.0,Casablanca,2.0,2.0,1.0,78.0,1,1,1,0,0,1,0,0,1,0,0
919,680000.0,Salé,1.0,2.0,1.0,70.0,0,0,0,0,0,0,0,0,0,0,0
922,740000.0,Casablanca,1.0,4.0,3.0,100.0,0,0,0,0,0,1,0,0,1,0,0
923,1600000.0,Casablanca,1.0,3.0,2.0,143.0,1,1,1,1,1,0,0,0,1,1,1
924,890000.0,Tanger,1.0,2.0,2.0,100.0,1,1,1,1,1,1,0,1,0,1,0
928,430000.0,Rabat,1.0,2.0,1.0,50.0,0,0,0,0,0,0,0,0,0,0,0
929,360000.0,El Jadida,1.0,2.0,1.0,58.0,0,0,0,0,0,0,0,0,1,0,0
930,825000.0,Casablanca,1.0,3.0,2.0,97.0,1,1,0,1,0,1,0,0,1,1,0
931,815000.0,Bouskoura,1.0,2.0,2.0,82.0,1,1,0,0,1,1,0,0,1,1,1
933,780000.0,Bouskoura,1.0,2.0,2.0,75.0,1,1,1,1,1,1,0,0,1,1,1
934,860000.0,Casablanca,1.0,2.0,1.0,83.0,1,1,0,0,1,1,0,0,0,1,1
935,720000.0,Bouznika,2.0,3.0,2.0,96.0,0,1,0,0,0,1,0,0,0,0,1
936,860000.0,Bouskoura,2.0,2.0,2.0,86.0,1,1,0,0,1,1,0,0,1,1,1
937,350000.0,Tanger,1.0,2.0,1.0,64.0,0,0,0,0,0,0,0,0,0,1,0
938,1800000.0,Mohammedia,1.0,3.0,2.0,117.0,1,1,0,1,1,1,0,0,1,1,0
940,1590000.0,Casablanca,1.0,3.0,2.0,102.0,0,0,0,0,0,0,0,0,0,0,0
941,2200000.0,Casablanca,1.0,3.0,2.0,166.0,1,1,1,1,0,1,0,0,1,0,1
942,970000.0,Casablanca,1.0,2.0,1.0,77.0,1,0,1,0,0,1,0,0,0,1,1
943,1100000.0,Tanger,1.0,3.0,2.0,97.0,0,0,0,0,0,0,0,0,0,0,0
944,1620000.0,Casablanca,1.0,3.0,2.0,135.0,0,0,0,0,0,0,0,0,0,0,0
946,890000.0,Mohammedia,1.0,2.0,2.0,48.0,0,0,0,0,0,0,0,0,0,0,0
947,890000.0,Casablanca,1.0,2.0,2.0,70.0,0,0,0,0,0,1,0,1,0,1,0
949,1150000.0,Casablanca,1.0,2.0,1.0,80.0,1,0,0,0,1,0,0,0,0,1,1
950,620000.0,Had Soualem,2.0,3.0,2.0,120.0,0,1,0,0,0,1,0,0,0,1,1
951,1500000.0,Casablanca,1.0,3.0,2.0,88.0,1,1,0,0,0,0,0,0,1,1,0
952,1300000.0,Casablanca,1.0,3.0,2.0,105.0,1,1,0,0,1,0,0,0,1,0,0
953,2040000.0,Casablanca,1.0,2.0,2.0,97.0,1,0,1,1,0,1,0,0,1,1,1
954,1690000.0,Casablanca,1.0,3.0,2.0,120.0,1,1,0,1,1,1,0,0,1,0,0
955,890000.0,Kénitra,1.0,3.0,1.0,120.0,1,1,0,1,1,1,0,0,1,1,1
956,2250000.0,Casablanca,1.0,3.0,2.0,166.0,1,1,1,1,0,0,0,0,1,1,1
958,890000.0,Casablanca,0.0,2.0,2.0,98.0,1,1,0,0,0,1,0,0,1,1,0
960,1220000.0,Temara,1.0,2.0,2.0,92.0,0,0,0,0,0,0,0,0,0,0,0
962,1200000.0,Casablanca,1.0,3.0,2.0,110.0,1,1,1,1,0,1,0,0,1,1,1
963,560000.0,Kénitra,2.0,2.0,2.0,80.0,1,1,0,1,1,1,0,0,1,1,0
964,2200000.0,Casablanca,1.0,3.0,2.0,132.0,1,0,0,0,1,0,0,0,1,0,1
965,1950000.0,Casablanca,1.0,2.0,2.0,94.0,1,1,1,1,0,1,0,0,1,1,1
969,600000.0,Casablanca,1.0,1.0,1.0,56.0,1,1,0,0,1,0,0,0,1,1,1
972,815000.0,Bouskoura,1.0,2.0,2.0,82.0,1,1,0,0,1,1,0,0,1,1,1
973,690000.0,Agadir,0.0,2.0,2.0,72.0,1,0,0,1,1,1,0,1,1,1,0
974,590000.0,Kénitra,2.0,2.0,2.0,108.0,0,0,0,0,1,1,0,0,0,1,1
975,1050000.0,Mohammedia,1.0,2.0,1.0,75.0,1,0,0,0,0,0,0,0,0,0,0
976,1700000.0,Casablanca,1.0,3.0,2.0,118.0,1,1,0,0,1,0,0,0,1,0,0
977,890000.0,Mers El Kheir,1.0,2.0,2.0,116.0,0,0,0,0,0,0,0,0,1,1,0
978,890000.0,Martil,1.0,2.0,2.0,79.0,1,0,0,0,1,1,0,0,0,1,0
979,600000.0,El Jadida,1.0,2.0,2.0,85.0,1,1,0,0,0,1,0,0,0,0,0
980,400.0,Kénitra,1.0,1.0,1.0,70.0,0,0,0,0,0,0,0,0,0,0,0
981,760000.0,Bouznika,2.0,4.0,1.0,160.0,1,0,0,0,0,1,0,0,0,0,1
982,890000.0,Salé,2.0,2.0,2.0,50.0,0,0,0,0,0,0,0,0,0,1,0
983,1390000.0,Temara,1.0,3.0,134.0,134.0,0,0,0,0,0,0,0,0,0,0,0
984,890000.0,Agadir,2.0,2.0,2.0,88.0,0,0,0,0,0,1,0,1,1,0,1
985,400000.0,Bouskoura,1.0,3.0,2.0,75.0,0,0,0,0,1,0,0,0,1,1,0
986,890000.0,Meknès,1.0,2.0,2.0,60.0,0,0,0,0,0,0,0,0,0,0,0
987,650000.0,Tétouan,2.0,2.0,1.0,90.0,1,1,0,1,1,1,0,0,0,0,0
988,560000.0,El Jadida,1.0,2.0,1.0,70.0,0,0,0,0,0,0,0,0,0,0,0
990,890000.0,Ain Attig,1.0,2.0,2.0,58.0,0,1,0,0,1,0,0,0,1,0,0
991,3000.0,Fès,1.0,2.0,2.0,120.0,0,1,0,0,1,0,0,0,1,1,0
992,890000.0,Meknès,1.0,2.0,2.0,76.0,0,1,0,0,0,0,0,0,0,1,1
993,480000.0,Agadir,1.0,2.0,1.0,58.0,0,1,0,0,0,0,0,0,0,0,0
995,770000.0,Casablanca,1.0,1.0,1.0,33.0,1,1,0,1,1,1,0,0,1,1,0
996,510000.0,Casablanca,1.0,1.0,1.0,50.0,1,0,0,0,1,0,0,0,1,1,0
997,1100000.0,Marrakech,1.0,2.0,2.0,85.0,1,1,0,0,1,1,0,0,1,1,1
1000,1250000.0,Salé,1.0,3.0,2.0,115.0,0,0,0,0,0,0,0,0,0,0,0
1001,1751000.0,Marrakech,1.0,2.0,1.0,103.0,1,1,0,0,0,0,0,0,0,1,1
1002,850000.0,Meknès,1.0,3.0,3.0,130.0,1,0,1,0,1,0,0,0,1,1,1
1003,360000.0,Tétouan,1.0,2.0,1.0,61.0,0,1,0,0,0,1,0,0,0,0,0
1005,450000.0,Casablanca,1.0,2.0,1.0,88.0,0,0,0,0,0,0,0,0,0,0,0
1006,890000.0,Tanger,1.0,2.0,2.0,102.0,1,0,1,1,1,1,0,0,1,1,0
1007,1250000.0,Mohammedia,1.0,2.0,2.0,92.0,0,0,0,0,0,0,0,0,0,0,0
1008,1130000.0,Kénitra,2.0,2.0,2.0,111.0,1,1,0,1,1,1,0,0,1,1,1
1009,850000.0,Casablanca,1.0,2.0,2.0,89.0,1,0,0,0,1,1,0,0,1,1,1
1010,1420000.0,Casablanca,1.0,3.0,2.0,121.0,1,1,0,0,1,0,0,0,1,1,0
1011,1160000.0,Rabat,2.0,3.0,3.0,150.0,0,0,1,0,0,0,1,0,1,1,0
1012,380000.0,Casablanca,1.0,2.0,1.0,56.0,0,0,0,0,0,0,0,0,0,0,0
1013,490000.0,Bouznika,1.0,2.0,1.0,68.0,0,1,0,0,0,1,0,0,0,0,0
1014,2000000.0,Marrakech,1.0,3.0,2.0,139.0,1,1,1,1,1,1,0,0,1,1,1
1015,720000.0,Fès,1.0,2.0,2.0,135.0,0,1,0,0,0,1,0,0,1,1,1
1016,550000.0,Rabat,1.0,2.0,2.0,86.0,1,0,0,0,1,1,0,1,1,0,0
1017,890000.0,Casablanca,2.0,2.0,2.0,157.0,0,1,0,1,1,0,0,0,0,1,0
1018,720000.0,Casablanca,1.0,2.0,2.0,78.0,0,0,1,1,0,0,0,0,0,0,1
1019,1680000.0,Temara,1.0,3.0,2.0,106.0,0,1,1,1,0,1,0,0,0,1,0
1020,1350000.0,Marrakech,1.0,2.0,2.0,89.0,1,1,0,0,1,1,0,0,1,1,1
1021,1100000.0,Tamesna,2.0,3.0,2.0,118.0,1,1,0,1,0,1,0,0,1,1,1
1022,1250000.0,Mohammedia,1.0,2.0,1.0,92.0,0,0,0,0,0,0,0,0,0,0,0
1023,640000.0,Tamesna,1.0,3.0,2.0,115.0,1,1,0,0,0,0,0,0,1,1,1
1024,1050000.0,Mohammedia,1.0,2.0,1.0,89.0,1,1,1,1,1,1,0,0,1,1,1
1025,890000.0,Mohammedia,1.0,2.0,2.0,61.0,0,0,0,0,0,0,0,0,0,0,0
1026,760000.0,Mohammedia,1.0,2.0,2.0,86.0,0,0,0,0,0,0,0,0,0,0,0
1027,890000.0,Kénitra,1.0,2.0,2.0,105.0,0,0,0,0,0,0,0,0,0,0,0
1028,890000.0,Casablanca,1.0,2.0,2.0,60.0,0,1,0,0,0,0,0,0,0,0,0
1029,700000.0,Had Soualem,1.0,3.0,2.0,120.0,0,1,0,0,0,1,0,0,0,0,1
1030,890000.0,El Jadida,1.0,2.0,2.0,58.0,0,0,0,0,0,0,0,0,0,0,0
1033,1690000.0,Agadir,2.0,2.0,2.0,100.0,0,0,0,0,0,0,0,0,0,0,0
1034,1900000.0,Tanger,1.0,2.0,2.0,75.0,1,1,1,1,1,1,0,1,1,1,0
1036,400000.0,Kénitra,2.0,2.0,2.0,75.0,0,0,0,0,0,1,0,0,0,0,0
1037,450000.0,Tiznit,1.0,3.0,2.0,80.0,0,0,0,0,0,0,0,0,1,1,1
1038,760000.0,Casablanca,1.0,1.0,1.0,55.0,1,1,0,0,1,0,0,0,1,1,1
1039,560000.0,Salé,1.0,2.0,1.0,67.0,0,0,0,0,0,0,0,0,0,0,0
1040,750000.0,Casablanca,1.0,2.0,1.0,74.0,0,1,0,0,1,0,0,0,1,1,1
1041,1120000.0,Casablanca,1.0,2.0,1.0,89.0,1,1,1,1,1,1,0,0,1,1,0
1042,1050000.0,Tanger,1.0,2.0,1.0,80.0,1,0,0,0,1,0,0,0,0,1,0
1044,990000.0,Casablanca,1.0,3.0,2.0,99.0,1,1,0,0,1,1,0,0,1,1,0
1045,700000.0,Mohammedia,1.0,2.0,2.0,76.0,1,0,0,0,0,1,0,1,1,1,0
1046,2100000.0,Marrakech,1.0,2.0,2.0,78.0,1,1,1,1,1,1,0,0,1,1,0
1047,1200000.0,Casablanca,2.0,2.0,2.0,87.0,1,0,1,1,1,1,0,0,1,1,0
1048,850000.0,Rabat,1.0,3.0,1.0,90.0,1,1,0,0,1,0,0,0,0,1,0
1049,460000.0,Casablanca,1.0,3.0,1.0,65.0,0,0,0,0,0,0,0,0,0,0,0
1050,110000.0,Rabat,1.0,2.0,1.0,80.0,1,0,0,0,0,0,0,0,0,0,0
1051,890000.0,Mohammedia,1.0,2.0,2.0,106.0,0,1,0,0,0,0,0,0,0,0,0
1052,470000.0,Casablanca,1.0,2.0,1.0,50.0,0,0,0,0,0,0,0,0,0,0,0
1053,800000.0,Casablanca,1.0,3.0,1.0,88.0,0,0,0,0,0,0,0,0,0,0,0
1055,2700.0,Salé,2.0,1.0,1.0,64.0,0,1,0,0,0,0,0,0,0,0,0
1056,1620000.0,Casablanca,2.0,3.0,2.0,150.0,0,0,0,0,0,1,0,1,1,1,0
1057,330000.0,Agadir,1.0,2.0,1.0,50.0,0,0,0,0,0,0,0,0,0,0,0
1058,1420000.0,Temara,1.0,2.0,2.0,84.0,1,1,1,1,1,1,0,0,1,1,0
1059,550000.0,Agadir Melloul,1.0,2.0,1.0,85.0,0,0,0,0,0,0,0,0,0,0,0
1060,850000.0,Tanger,1.0,2.0,1.0,76.0,1,1,0,1,0,0,0,0,0,1,0
1061,850000.0,Tanger,1.0,2.0,1.0,76.0,1,1,0,1,0,0,0,0,0,1,0
1062,380000.0,Casablanca,1.0,2.0,1.0,52.0,0,0,0,0,0,1,0,0,1,0,0
1063,540000.0,Salé,2.0,2.0,1.0,62.0,0,0,0,0,0,0,0,0,0,0,1
1064,890000.0,Nador,1.0,2.0,2.0,23.0,0,0,0,0,0,0,0,0,0,0,0
1065,1800000.0,Asilah,1.0,2.0,2.0,137.0,1,1,1,1,1,1,0,1,1,1,1
1066,550000.0,Salé,1.0,2.0,1.0,64.0,0,0,0,0,0,0,0,0,0,0,0
1067,1380000.0,Casablanca,2.0,2.0,1.0,103.0,1,1,0,0,1,1,0,0,1,1,0
1070,280000.0,Casablanca,1.0,2.0,1.0,50.0,0,0,0,0,0,0,0,0,0,0,0
1071,610000.0,Salé,1.0,3.0,1.0,110.0,0,0,0,0,0,0,0,0,0,0,1
1072,635000.0,Tanger,1.0,2.0,1.0,84.0,0,0,0,0,0,0,0,0,0,0,0
1073,550000.0,Casablanca,1.0,2.0,1.0,54.0,1,1,0,0,1,1,0,0,1,1,0
1074,890000.0,Marrakech,8.0,2.0,2.0,20.0,0,0,0,0,0,0,0,0,0,0,0
1075,200000.0,Fès,2.0,2.0,1.0,64.0,0,0,0,0,0,0,0,0,0,0,0
1076,320000.0,Casablanca,1.0,2.0,1.0,50.0,0,0,0,0,0,0,0,0,0,0,0
1077,890000.0,Bouznika,1.0,2.0,2.0,72.0,0,0,0,0,0,0,0,0,0,0,0
1078,1350000.0,Marrakech,1.0,2.0,2.0,111.0,1,1,0,1,1,1,0,1,1,1,1
1079,200000.0,Fès,2.0,2.0,2.0,64.0,0,1,0,0,0,0,0,0,0,0,0
1080,1200000.0,Marrakech,1.0,2.0,1.0,86.0,1,1,1,1,1,1,0,0,1,1,1
1081,1950000.0,Casablanca,1.0,2.0,2.0,95.0,1,1,0,1,1,1,0,0,1,1,0
1083,890000.0,Salé,1.0,2.0,2.0,63.0,0,1,0,0,0,0,0,1,1,1,0
1084,890000.0,Casablanca,2.0,2.0,2.0,130.0,1,1,0,0,0,1,0,0,1,1,1
1085,890000.0,Marrakech,1.0,2.0,2.0,100.0,0,0,0,0,0,0,0,0,0,0,0
1086,100000.0,Tanger,2.0,2.0,1.0,137.0,0,1,0,0,0,1,0,1,0,1,1
1087,1350000.0,Marrakech,1.0,2.0,1.0,68.0,1,1,1,1,1,1,0,1,1,1,1
1088,2200000.0,Tanger,1.0,2.0,2.0,130.0,1,0,0,1,1,1,1,0,1,1,1
1089,660000.0,Berrechid,1.0,3.0,2.0,85.0,1,1,0,0,1,1,1,0,1,1,0
1090,400000.0,Fès,1.0,2.0,2.0,72.0,0,1,0,0,0,0,0,0,0,0,1
1091,890000.0,Salé,1.0,2.0,2.0,78.0,0,0,0,0,0,0,0,0,0,0,0
1092,105000.0,Temara,1.0,2.0,1.0,87.0,0,1,0,0,1,1,0,0,1,1,1
1093,1200000.0,El Menzeh,1.0,3.0,1.0,90.0,0,0,0,0,0,0,0,0,0,0,0
1094,890000.0,Mohammedia,2.0,2.0,2.0,127.0,0,0,0,0,0,0,0,0,0,0,1
1095,1350000.0,Casablanca,1.0,2.0,1.0,108.0,1,1,0,0,0,0,0,0,1,0,0
1096,310000.0,Essaouira,1.0,2.0,1.0,66.0,0,0,0,0,0,0,0,0,1,0,0
1097,340000.0,Casablanca,1.0,2.0,1.0,75.0,0,0,0,0,0,0,0,0,0,0,0
1098,900000.0,El Jadida,1.0,3.0,2.0,123.0,0,0,0,0,0,0,0,0,0,0,0
1099,1190000.0,Casablanca,1.0,3.0,1.0,97.0,1,1,0,1,1,1,0,0,1,1,0
1100,1500000.0,Rabat,1.0,2.0,1.0,110.0,0,1,0,0,0,0,0,0,0,0,1
1101,500000.0,Casablanca,1.0,2.0,1.0,57.0,1,0,0,0,0,0,0,0,1,1,0
1102,550000.0,Tanger,1.0,3.0,1.0,86.0,0,0,0,0,0,0,0,0,0,0,0
1103,890000.0,Mohammedia,1.0,2.0,2.0,78.0,0,0,0,0,0,0,0,0,0,0,0
1104,360000.0,Casablanca,1.0,1.0,1.0,69.0,0,0,0,0,0,0,0,0,0,0,0
1107,1700000.0,Casablanca,1.0,2.0,2.0,115.0,0,0,0,0,0,0,0,0,0,0,0
1108,1870000.0,Casablanca,2.0,3.0,2.0,170.0,1,0,0,0,0,0,0,0,1,1,0
1109,1070000.0,Rabat,1.0,2.0,1.0,80.0,1,1,0,0,0,0,0,0,0,0,1
1110,890000.0,Salé,1.0,2.0,2.0,108.0,1,1,0,1,1,1,0,0,1,0,0
1111,600000.0,Salé,1.0,2.0,1.0,100.0,0,0,0,0,0,0,0,0,0,0,0
1112,1440000.0,Casablanca,2.0,2.0,2.0,93.0,0,0,0,0,0,0,0,0,0,0,0
1113,1200000.0,Tanger,1.0,3.0,2.0,96.0,1,1,0,0,1,1,0,0,0,1,0
1114,19000.0,Marrakech,1.0,2.0,2.0,51.0,1,1,1,1,1,1,1,1,1,1,1
1115,890000.0,Casablanca,1.0,2.0,2.0,73.0,0,0,0,0,0,0,0,0,0,0,0
1116,595000.0,Kénitra,1.0,2.0,1.0,71.0,1,1,0,0,1,1,0,0,1,1,0
1117,2200000.0,Rabat,1.0,2.0,2.0,120.0,0,1,0,0,0,0,0,0,0,1,0
1118,540000.0,Marrakech,1.0,3.0,1.0,70.0,0,0,0,1,0,1,0,0,0,0,1
1119,1200000.0,Marrakech,2.0,3.0,3.0,108.0,1,1,1,1,1,1,0,0,1,1,1
1120,140000.0,Meknès,2.0,3.0,2.0,126.0,0,0,0,0,0,0,0,0,0,0,0
1121,890000.0,El Mansouria,1.0,2.0,2.0,84.0,0,1,1,1,1,1,0,0,1,0,1
1123,1900000.0,Casablanca,1.0,2.0,2.0,110.0,1,0,0,0,1,1,0,1,1,1,1
1124,650000.0,Rabat,1.0,2.0,2.0,95.0,0,1,0,1,0,1,0,0,0,0,0
1125,900000.0,Casablanca,1.0,2.0,2.0,78.0,1,1,0,0,1,0,0,0,1,1,0
1126,1650000.0,Tanger,2.0,2.0,2.0,125.0,1,1,0,0,0,0,0,1,0,0,0
1127,350000.0,Tétouan,1.0,2.0,1.0,160.0,0,1,0,0,0,0,0,0,0,0,0
1129,580000.0,Marrakech,1.0,2.0,1.0,78.0,0,1,0,0,0,0,0,0,0,0,0
1130,890000.0,Casablanca,1.0,2.0,2.0,97.0,0,1,0,0,0,0,0,0,0,0,0
1131,1120000.0,Marrakech,1.0,2.0,2.0,75.0,1,1,0,1,1,1,0,0,1,0,0
1132,23000.0,Marrakech,1.0,1.0,1.0,44.0,1,1,0,1,0,0,1,0,1,1,1
1133,500000.0,Saidia,1.0,2.0,1.0,65.0,1,0,1,1,0,0,0,0,0,1,1
1134,920000.0,Marrakech,1.0,3.0,2.0,109.0,1,0,0,0,1,0,0,0,0,1,0
1136,890000.0,Fès,2.0,2.0,2.0,130.0,0,0,0,0,0,0,0,0,0,0,1
1137,1280000.0,El Jadida,2.0,3.0,1.0,136.0,1,1,0,0,1,1,1,0,1,1,1
1138,525000.0,Kénitra,1.0,2.0,2.0,54.0,1,1,0,1,1,1,0,0,1,1,0
1139,940000.0,Casablanca,1.0,2.0,2.0,78.0,1,1,0,0,0,1,0,0,1,1,1
1140,690000.0,Kénitra,2.0,3.0,2.0,110.0,1,0,0,0,1,1,0,0,1,1,0
1141,1250000.0,Casablanca,1.0,2.0,2.0,93.0,1,0,0,1,1,1,0,0,1,1,0
1142,2000000.0,Casablanca,1.0,3.0,2.0,117.0,1,0,1,1,1,1,0,0,1,1,0
1143,890000.0,Agadir,1.0,2.0,2.0,62.0,0,0,0,0,0,0,0,0,0,0,0
1144,12000.0,Essaouira,1.0,3.0,2.0,100.0,0,1,0,0,0,1,0,0,1,1,0
1145,860000.0,Temara,1.0,2.0,2.0,84.0,0,0,0,0,0,0,0,0,0,0,0
1146,500000.0,Fès,1.0,2.0,1.0,114.0,0,1,1,1,0,1,0,0,1,1,0
1147,890000.0,Casablanca,1.0,2.0,2.0,50.0,0,0,0,0,0,0,0,0,0,0,0
1148,943000.0,Casablanca,1.0,3.0,2.0,82.0,1,1,1,1,1,1,0,0,1,0,1
1149,1670000.0,Casablanca,1.0,1.0,1.0,54.0,1,0,1,0,0,1,0,1,1,1,0
1150,1390000.0,Marrakech,1.0,2.0,2.0,111.0,1,1,1,1,0,1,0,0,1,1,0
1152,280000.0,Tanger,1.0,2.0,1.0,53.0,0,1,0,0,0,0,0,0,0,1,0
1153,850000.0,Casablanca,1.0,3.0,1.0,85.0,1,0,0,0,0,0,0,0,0,0,0
1155,550000.0,Agadir Melloul,1.0,2.0,1.0,85.0,0,0,0,0,0,0,0,0,0,0,0
1156,920000.0,Marrakech,1.0,2.0,1.0,74.0,1,1,1,0,1,1,1,0,1,1,0
1157,650000.0,Mdiq,1.0,1.0,1.0,88.0,0,0,1,1,1,0,0,1,1,1,0
1158,1450000.0,Temara,1.0,2.0,1.0,112.0,0,0,0,0,0,0,0,0,0,0,0
1159,800000.0,Casablanca,1.0,1.0,1.0,63.0,1,1,0,0,0,0,0,0,0,0,0
1160,250000.0,Casablanca,1.0,2.0,1.0,53.0,1,1,0,0,1,0,0,0,1,1,1
1161,877200.0,Nouaceur,1.0,3.0,2.0,102.0,1,1,0,0,0,0,0,0,1,1,0
1162,1250000.0,Marrakech,1.0,2.0,1.0,86.0,1,1,0,1,1,1,0,1,0,1,1
1164,570000.0,Kénitra,2.0,2.0,2.0,72.0,0,0,0,1,0,1,0,0,0,0,0
1165,890000.0,Asilah,0.0,2.0,2.0,48.0,0,0,0,0,0,0,0,0,0,0,0
1166,880000.0,Casablanca,4.0,2.0,1.0,88.0,0,0,0,0,0,0,1,0,0,0,0
1167,570000.0,Kénitra,2.0,2.0,2.0,75.0,0,0,0,1,0,1,0,0,0,0,0
1168,840000.0,Kénitra,2.0,3.0,2.0,150.0,0,0,0,0,0,1,0,0,0,0,0
1169,1023500.0,Casablanca,1.0,1.0,1.0,41.0,1,1,0,0,0,0,0,0,1,0,1
1170,1350000.0,Rabat,1.0,3.0,1.0,77.0,0,0,0,0,0,0,0,0,0,0,0
1171,750000.0,Kénitra,1.0,3.0,2.0,95.0,0,0,0,0,0,1,0,0,0,0,0
1172,890000.0,Martil,1.0,2.0,2.0,48.0,1,0,1,1,1,0,0,0,1,1,0
1173,2000000.0,Marrakech,1.0,2.0,2.0,100.0,1,0,1,1,1,1,1,1,1,1,1
1175,320000.0,Tit Mellil,1.0,3.0,1.0,72.0,1,0,0,0,1,1,0,0,1,0,0
1176,1000000.0,Marrakech,2.0,2.0,1.0,92.0,0,0,0,0,0,0,0,0,0,0,0
1177,1050000.0,Temara,1.0,2.0,2.0,87.0,1,1,0,0,0,1,0,0,0,0,0
1178,890000.0,Tanger,1.0,2.0,2.0,66.0,1,1,0,0,0,0,0,0,0,0,0
1180,1350000.0,Marrakech,1.0,2.0,2.0,87.0,1,1,1,1,1,1,0,0,1,1,1
1182,435000.0,Casablanca,1.0,2.0,1.0,63.0,0,1,0,0,0,1,0,0,1,1,0
1183,1400000.0,Casablanca,1.0,1.0,1.0,58.0,1,0,1,1,0,1,0,0,1,1,0
1184,840000.0,Casablanca,2.0,2.0,1.0,112.0,0,0,0,0,0,0,0,0,0,0,0
1185,784000.0,Marrakech,1.0,3.0,1.0,98.0,0,0,0,0,0,0,0,0,0,0,0
1186,800000.0,Bouskoura,1.0,2.0,2.0,77.0,1,1,0,1,0,1,0,0,1,0,0
1187,1500000.0,Casablanca,1.0,3.0,2.0,129.0,1,1,0,0,0,0,0,0,0,0,1
1188,1325000.0,Casablanca,1.0,1.0,1.0,55.0,1,1,0,0,0,0,0,0,1,0,1
1189,1141000.0,Casablanca,1.0,1.0,1.0,47.0,1,0,0,0,0,0,0,0,1,0,0
1190,1106000.0,Marrakech,1.0,2.0,2.0,79.0,0,0,0,0,0,0,0,0,0,0,0
1191,579999.0,Kénitra,2.0,2.0,2.0,84.0,1,1,0,1,1,1,0,0,1,1,1
1192,685000.0,Casablanca,1.0,2.0,1.0,61.0,1,1,0,0,1,1,0,0,1,0,0
1193,1460000.0,Temara,1.0,2.0,2.0,138.0,1,1,0,0,0,1,0,0,0,1,1
1194,950000.0,Marrakech,2.0,2.0,1.0,83.0,1,1,0,1,1,1,0,1,1,1,0
1195,890000.0,Agadir,2.0,2.0,2.0,87.0,0,0,0,0,0,1,0,0,0,0,1
1196,1500000.0,Marrakech,1.0,3.0,2.0,107.0,0,0,0,0,0,0,0,0,0,0,0
1197,700000.0,Casablanca,1.0,3.0,1.0,79.0,0,1,0,0,0,0,0,0,0,0,0
1198,420000.0,Mohammedia,1.0,2.0,1.0,65.0,0,0,0,0,0,0,0,0,0,0,0
1199,700000.0,Fès,2.0,3.0,2.0,120.0,0,1,0,0,0,0,0,0,1,0,0
1200,890000.0,Casablanca,1.0,2.0,2.0,88.0,1,0,0,0,0,0,0,0,1,1,0
1201,1150000.0,Marrakech,1.0,3.0,2.0,114.0,1,1,0,0,1,1,0,0,1,1,0
1202,560000.0,Marrakech,1.0,2.0,2.0,64.0,1,1,0,0,1,1,0,0,0,1,0
1204,850000.0,Casablanca,1.0,3.0,2.0,82.0,1,1,0,0,1,0,0,0,1,1,0
1205,950000.0,Marrakech,2.0,3.0,1.0,100.0,1,0,0,1,0,1,0,1,0,1,0
1206,1690000.0,Casablanca,1.0,2.0,2.0,86.0,1,1,0,1,1,1,0,0,1,1,1
1207,640000.0,Rabat,1.0,2.0,0.0,64.0,0,0,0,0,0,0,0,0,0,0,1
1208,500000.0,Rabat,2.0,2.0,1.0,75.0,0,1,0,0,0,0,0,0,0,1,0
1209,890000.0,Casablanca,1.0,2.0,2.0,54.0,1,1,0,1,1,1,0,0,1,1,0
1210,850000.0,Temara,1.0,2.0,2.0,72.0,0,0,0,0,0,1,0,0,1,1,0
1211,430000.0,Marrakech,1.0,2.0,1.0,60.0,0,1,0,0,1,0,0,0,0,1,0
1212,640000.0,Casablanca,1.0,2.0,1.0,59.0,0,0,0,0,0,0,0,0,0,0,0
1213,2100000.0,Marrakech,1.0,4.0,3.0,165.0,1,1,0,0,0,0,0,0,1,0,1
1214,1000000.0,Casablanca,2.0,2.0,2.0,105.0,0,0,0,0,0,0,0,0,0,0,0
1215,620000.0,Bouskoura,1.0,2.0,2.0,87.0,1,1,0,0,1,1,0,0,1,1,0
1217,890000.0,Tanger,1.0,2.0,2.0,67.0,1,1,1,1,1,1,0,0,1,1,1
1218,16000.0,Tanger,1.0,3.0,2.0,132.0,1,1,0,1,1,1,0,0,1,1,1
1219,450000.0,Salé,1.0,2.0,2.0,58.0,0,0,0,0,0,0,0,0,0,0,1
1220,550000.0,Kénitra,1.0,2.0,1.0,90.0,1,1,1,1,1,1,0,1,0,1,0
1221,890000.0,Casablanca,1.0,2.0,2.0,65.0,1,1,0,0,1,1,0,0,1,1,0
1222,940000.0,Casablanca,2.0,3.0,2.0,96.0,0,0,0,0,0,0,0,0,0,0,0
1223,890000.0,Kénitra,2.0,2.0,2.0,153.0,1,1,1,1,1,1,0,0,1,1,1
